Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
15084,1.23,Ideal,H,SI2,60.6,57.0,6.98,6.94,4.22,5951
5447,0.8,Premium,G,VS2,59.6,59.0,6.09,6.0,3.6,3136
22760,1.7,Premium,E,SI2,59.8,59.0,7.76,7.66,4.61,9596
2958,0.26,Very Good,F,VVS2,59.2,60.0,4.19,4.22,2.49,554
13746,0.9,Good,G,VS1,63.9,60.0,6.14,6.09,3.91,4401
16532,1.01,Fair,D,VS2,59.1,68.0,6.56,6.44,3.84,5797
23792,0.3,Premium,H,VS2,61.1,59.0,4.37,4.3,2.65,608
19433,1.07,Very Good,G,VS1,60.9,55.0,6.6,6.64,4.03,6998
21788,0.53,Ideal,D,SI1,61.7,56.0,5.15,5.23,3.2,1631
6662,1.53,Ideal,I,VS1,62.9,57.0,7.36,7.3,4.61,7968
22850,1.12,Premium,F,SI2,61.6,58.0,6.69,6.63,4.1,4654
6772,1.08,Very Good,H,VVS1,63.1,57.0,6.57,6.52,4.13,6623
9574,0.52,Ideal,H,IF,61.4,56.0,5.19,5.23,3.2,2441
4774,1.01,Premium,D,VS2,62.2,61.0,6.43,6.37,3.98,7032
26924,0.51,Ideal,D,VS2,,57.0,5.12,5.09,3.18,1882
1917,0.7,Good,F,SI1,63.1,56.0,5.63,5.66,3.56,2127
8873,1.09,Ideal,E,IF,60.1,58.0,6.68,6.72,4.03,15193
16308,1.71,Premium,I,VS2,62.8,59.0,7.58,7.52,4.74,11958
25030,0.72,Ideal,G,VS2,61.7,55.0,5.72,5.79,3.55,3344
25829,1.98,Fair,H,VS1,58.3,69.0,8.28,8.17,4.8,12923
20040,1.0,Premium,E,VS1,61.1,60.0,6.43,6.41,3.92,7588
16652,0.7,Ideal,F,SI1,61.9,55.0,5.7,5.74,3.54,3119
7683,0.9,Good,F,SI1,62.4,55.0,6.17,6.21,3.86,3898
24118,0.51,Ideal,D,SI1,62.4,57.0,5.09,5.13,3.19,1569
17710,0.78,Premium,F,VS2,62.6,58.0,5.91,5.82,3.67,2874
24307,0.32,Ideal,F,VVS2,61.6,55.0,4.41,4.42,2.72,945
17106,1.02,Very Good,F,SI1,63.1,55.0,6.45,6.38,4.05,5058
11143,1.23,Premium,I,SI1,62.5,59.0,6.8,6.84,4.26,5412
18191,0.72,Ideal,D,VS2,62.1,57.0,5.69,5.75,3.55,3179
764,1.34,Ideal,J,VS1,62.0,57.0,7.12,7.04,4.39,6010
19749,1.2,Ideal,G,VVS1,62.2,57.0,6.77,6.81,4.22,9009
22469,0.59,Premium,D,VS1,61.9,58.0,5.37,5.32,3.31,2326
18767,0.5,Ideal,E,SI2,60.7,56.0,5.16,5.19,3.14,1359
3115,0.4,Ideal,E,VVS2,61.5,56.0,4.79,4.74,2.93,1238
8284,1.69,Ideal,D,SI1,60.8,57.0,7.69,7.71,4.68,15011
22764,0.7,Good,H,VS2,63.9,59.0,5.64,5.6,3.59,2351
20138,2.01,Ideal,I,VS1,62.5,56.0,8.0,7.96,4.99,17523
23943,0.54,Ideal,F,VS2,61.3,57.0,5.29,5.24,3.23,2333
3557,1.01,Premium,H,SI2,61.5,60.0,6.4,6.34,3.92,4242
20764,0.9,Ideal,G,SI2,60.7,57.0,6.19,6.33,3.8,4314
6741,1.01,Fair,D,SI1,66.3,55.0,6.22,6.17,4.11,4118
23750,0.31,Ideal,G,VVS1,60.2,58.0,4.37,4.4,2.64,789
23785,1.08,Very Good,G,VS2,63.2,60.0,6.53,6.44,4.1,6096
26613,0.44,Premium,D,VS1,60.2,59.0,4.93,4.91,2.96,1232
14862,0.51,Ideal,D,VS2,61.8,55.0,5.15,5.18,3.19,1787
4699,0.32,Ideal,D,VS2,61.6,56.0,4.37,4.4,2.7,758
21741,0.73,Premium,F,VS2,59.9,59.0,5.87,5.77,3.5,2841
11359,1.57,Premium,I,SI2,62.4,58.0,7.41,7.37,4.61,7976
12879,1.29,Very Good,I,VS2,62.8,58.0,6.89,6.93,4.34,6166
25854,0.93,Very Good,D,SI2,62.6,57.0,6.2,6.26,3.9,4214
22331,2.0,Good,H,SI1,63.3,59.0,7.96,8.03,5.06,17600
8837,1.03,Premium,H,SI1,61.9,58.0,6.49,6.43,4.0,4932
5102,0.62,Good,D,VS2,58.9,64.0,5.62,5.55,3.29,2288
4766,0.9,Good,G,VVS2,63.6,58.0,6.1,6.11,3.88,5001
15819,0.38,Ideal,E,VVS2,61.6,55.0,4.72,4.67,2.89,1176
5173,0.24,Ideal,H,IF,61.8,54.0,3.99,4.03,2.47,504
10895,1.8,Ideal,H,VS1,62.3,56.0,7.79,7.76,4.84,15105
21013,0.72,Premium,I,SI1,62.0,52.0,5.71,5.67,3.53,1922
16552,0.74,Very Good,E,VS1,63.1,58.0,5.75,5.73,3.62,2849
22444,0.36,Ideal,D,VS1,62.8,55.0,4.55,4.52,2.85,1018
20675,1.29,Premium,J,VS1,61.7,59.0,6.93,6.97,4.29,5463
12319,1.24,Premium,D,SI2,61.4,59.0,6.91,6.87,4.23,6965
1189,0.5,Ideal,G,VS1,62.3,55.0,5.11,5.07,3.17,1746
17161,0.43,Very Good,I,SI2,61.5,54.0,4.86,4.89,3.0,691
1834,1.01,Premium,D,SI1,62.6,58.0,6.33,6.44,4.0,5443
10316,1.51,Ideal,E,VS1,61.5,57.0,7.34,7.4,4.53,18729
9208,0.94,Very Good,D,SI2,,59.0,6.34,6.41,3.76,3862
18229,0.77,Premium,I,VS2,61.6,58.0,5.92,5.96,3.66,2275
7160,1.16,Ideal,G,SI2,61.9,56.0,6.77,6.73,4.18,4969
8387,1.2,Very Good,D,SI2,63.5,59.0,6.61,6.56,4.18,4758
12598,0.36,Premium,E,SI1,62.2,59.0,4.53,4.57,2.83,589
21286,2.01,Ideal,I,VS1,62.5,56.0,8.08,8.02,5.03,17068
22446,0.36,Premium,I,VS2,,58.0,4.57,4.52,2.8,648
4025,0.38,Premium,H,VVS2,62.0,58.0,4.62,4.64,2.87,833
22722,0.28,Very Good,H,VVS2,62.7,54.0,4.16,4.19,2.61,522
10097,1.21,Ideal,H,SI1,62.0,56.0,6.86,6.81,4.24,5936
17265,0.31,Ideal,D,VS2,62.1,56.0,4.34,4.35,2.7,734
2401,0.3,Very Good,J,VS1,63.0,59.0,4.24,4.27,2.68,394
10795,0.38,Ideal,D,VS2,61.8,56.0,4.65,4.67,2.88,1013
19015,0.47,Ideal,E,VVS2,62.0,55.0,4.97,5.0,3.09,1883
14725,1.31,Ideal,G,VS1,62.2,56.0,7.05,7.01,4.37,10071
18461,0.56,Ideal,E,VVS2,62.1,57.0,5.26,5.3,3.28,2622
11801,1.25,Ideal,J,VS2,62.6,54.0,6.94,6.9,4.33,5067
7238,1.1,Ideal,G,SI2,62.1,58.0,6.61,6.63,4.11,5361
26624,0.51,Ideal,D,VS2,62.7,55.0,5.12,5.09,3.2,1882
16852,1.01,Fair,I,VS1,64.9,56.0,6.29,6.2,4.07,3801
17158,0.92,Premium,H,SI1,62.4,58.0,6.19,6.22,3.87,3624
13047,0.7,Very Good,D,VS2,62.5,55.0,5.65,5.71,3.55,3052
6432,0.54,Ideal,F,VVS1,61.6,55.0,5.27,5.28,3.25,2951
23419,0.42,Premium,E,VS2,60.9,59.0,4.81,4.85,2.94,958
18748,0.58,Very Good,F,SI1,59.9,58.0,5.35,5.4,3.22,1401
18217,0.34,Ideal,E,SI1,60.7,57.0,4.51,4.48,2.73,765
2420,0.39,Very Good,E,VS1,62.5,58.0,4.67,4.7,2.93,914
24368,0.35,Ideal,E,VS2,61.5,55.0,4.52,4.56,2.79,767
22826,0.4,Ideal,E,VVS1,61.5,56.0,4.75,4.78,2.93,1333
22999,0.55,Very Good,I,SI2,61.5,60.0,5.23,5.25,3.22,1087
8433,0.38,Ideal,I,VS1,62.0,54.0,4.67,4.72,2.91,700
5006,0.73,Ideal,H,VS2,62.5,58.0,5.71,5.75,3.58,2752
25683,0.73,Very Good,H,SI1,59.5,58.0,5.85,5.91,3.5,2393
11418,0.5,Ideal,I,SI1,62.0,55.0,5.08,5.11,3.16,982
24603,1.12,Ideal,H,SI2,63.6,56.0,6.68,6.54,4.19,5331
10925,0.31,Very Good,G,SI1,61.7,55.0,4.37,4.38,2.7,462
8900,1.01,Good,E,SI1,63.7,58.0,6.32,6.36,4.04,5132
16014,0.3,Ideal,D,VS2,61.4,58.0,4.29,4.31,2.64,670
11486,0.52,Ideal,E,VS2,61.1,55.0,5.2,5.27,3.2,1689
14313,0.71,Ideal,F,SI2,59.3,57.0,5.86,5.81,3.46,2331
19257,1.05,Premium,E,SI2,61.5,59.0,6.52,6.58,4.03,4139
20260,0.4,Good,J,VS1,64.0,56.0,4.69,4.66,2.99,734
2433,0.3,Ideal,E,VVS2,61.8,56.0,4.33,4.31,2.67,1013
6349,0.92,Fair,H,VS1,56.0,60.0,6.53,6.51,3.65,3924
10574,1.5,Good,G,SI1,63.7,59.0,7.19,7.23,4.59,10428
23351,1.1,Very Good,F,I1,59.8,61.0,6.65,6.7,3.99,3678
5,0.31,Ideal,F,VVS1,60.4,59.0,4.35,4.43,2.65,779
13031,0.3,Ideal,E,VS2,61.8,57.0,4.28,4.3,2.65,603
25213,1.1,Ideal,E,SI2,61.6,56.0,6.61,6.64,4.08,5082
12658,0.37,Ideal,D,SI1,61.9,54.0,4.62,4.65,2.87,643
1594,1.9,Premium,G,SI2,63.0,58.0,7.93,7.86,4.97,13919
26236,2.5,Ideal,J,SI2,60.7,55.0,8.8,8.66,5.3,15990
10160,0.53,Ideal,E,VVS2,62.9,54.0,5.19,5.15,3.25,2271
3195,2.77,Premium,H,I1,62.6,62.0,8.93,8.83,5.56,10424
26012,0.3,Ideal,D,SI2,61.1,58.0,4.31,4.33,2.64,413
8437,2.01,Very Good,F,SI2,61.6,56.0,8.17,8.13,5.02,15188
2223,0.34,Ideal,D,VS2,60.6,57.0,4.53,4.51,2.74,1033
10403,0.32,Premium,E,VVS1,61.8,59.0,4.35,4.39,2.7,954
24576,0.42,Premium,F,SI1,60.6,58.0,4.89,4.81,2.94,966
23469,0.4,Good,F,I1,63.3,60.4,4.64,4.68,2.95,491
19978,1.7,Premium,F,SI1,62.4,57.0,7.61,7.56,4.73,14611
10507,1.06,Very Good,H,SI2,62.8,57.0,6.49,6.57,4.1,4372
4831,1.14,Very Good,I,VS2,62.5,59.0,6.63,6.66,4.15,4785
13457,1.01,Good,J,SI2,59.5,62.0,6.42,6.46,3.83,3756
21615,0.4,Premium,G,VS2,60.4,58.0,4.78,4.75,2.88,966
3257,0.31,Ideal,D,VS2,62.5,56.0,4.29,4.32,2.69,734
10898,0.32,Ideal,I,IF,60.8,54.0,4.47,4.44,2.71,864
25398,1.71,Ideal,J,VS1,61.6,57.0,7.67,7.62,4.71,10821
2966,0.34,Ideal,H,VS1,62.3,55.0,4.48,4.45,2.78,765
5007,2.01,Very Good,H,SI1,60.6,62.0,8.05,8.08,4.89,16582
14181,2.14,Ideal,I,SI2,61.9,56.0,8.22,8.26,5.1,14321
3682,0.77,Good,F,VS1,59.3,56.0,5.98,6.03,3.56,3393
10647,0.32,Ideal,I,VVS1,62.4,55.0,4.34,4.38,2.72,589
9190,1.21,Very Good,J,SI1,62.7,57.0,6.72,6.77,4.23,4312
11928,1.77,Premium,I,VS1,,58.0,7.76,7.68,4.8,13085
24458,0.9,Very Good,G,VS2,58.5,59.0,6.35,6.36,3.72,4484
6127,0.41,Ideal,G,VS1,59.8,57.0,4.81,4.86,2.89,899
11117,2.03,Premium,I,SI1,59.8,59.0,8.29,8.24,4.94,12844
13437,0.39,Premium,G,VVS2,60.7,61.0,4.73,4.7,2.86,1024
22870,1.12,Ideal,G,VS2,62.0,56.0,6.69,6.64,4.13,6774
23764,0.5,Premium,E,SI1,62.2,58.0,5.03,4.87,3.1,1073
13054,0.34,Ideal,H,SI1,62.6,56.0,4.48,4.46,2.8,628
20989,0.79,Very Good,D,SI1,59.7,57.0,5.96,5.99,3.57,3432
8144,1.5,Ideal,I,VS2,62.4,54.1,7.3,7.35,4.57,9730
23956,2.02,Premium,G,SI2,63.0,59.0,8.05,7.95,5.03,15014
11860,0.34,Ideal,I,SI1,61.9,57.0,4.52,4.49,2.79,589
6868,0.71,Ideal,D,SI2,62.3,56.0,5.73,5.69,3.56,2762
4346,1.07,Premium,F,VS2,62.4,57.0,6.55,6.5,4.07,6274
228,0.31,Premium,H,SI1,61.0,61.0,4.39,4.33,2.66,558
20650,1.25,Ideal,H,VVS2,60.6,57.0,7.0,6.97,4.23,8036
3419,0.54,Ideal,F,VS2,64.2,54.0,5.19,5.12,3.31,1837
22306,1.26,Premium,J,SI1,61.7,58.0,6.99,6.91,4.29,5207
20804,1.2,Very Good,G,SI2,59.7,59.0,6.89,6.94,4.13,5116
19672,0.91,Good,F,SI2,56.9,62.0,6.51,6.45,3.69,2461
16088,1.01,Premium,H,VS2,61.3,59.0,6.45,6.41,3.94,5260
6374,0.9,Fair,I,VS2,65.4,60.0,6.03,5.96,3.93,3246
3359,1.39,Premium,F,SI1,62.4,59.0,7.14,7.09,4.44,8925
8425,0.56,Ideal,G,VS2,62.2,57.0,5.29,5.25,3.28,1585
3108,1.22,Very Good,J,VS2,61.9,57.0,6.82,6.87,4.24,4793
7289,0.52,Premium,G,VS1,62.6,59.0,5.11,5.08,3.19,1815
16412,1.2,Premium,H,SI2,62.5,58.0,6.81,6.76,4.24,5376
5728,0.71,Ideal,D,SI1,61.5,56.0,5.7,5.75,3.52,2719
20489,0.35,Premium,E,VS2,59.2,58.0,4.63,4.59,2.73,984
21679,0.55,Ideal,D,VS2,61.4,57.0,5.31,5.27,3.25,2030
25811,1.01,Premium,G,SI2,60.4,59.0,6.57,6.52,3.95,4327
17199,1.0,Premium,G,VVS1,62.1,59.0,6.29,6.4,3.94,8008
18319,1.7,Premium,H,VS2,59.0,58.0,7.77,7.72,4.57,10333
3063,0.24,Ideal,F,VVS2,61.8,56.0,3.97,4.02,2.47,552
20332,1.54,Premium,F,SI2,61.1,58.0,7.47,7.36,4.53,9055
19472,0.53,Very Good,D,SI1,59.1,59.0,5.27,5.33,3.13,1415
23426,1.71,Very Good,F,SI1,63.3,53.0,7.54,7.59,4.79,13152
9746,0.53,Ideal,E,SI1,61.4,56.0,5.2,5.26,3.21,1564
4587,0.23,Premium,I,VVS1,60.5,61.0,3.98,3.95,2.4,414
4229,1.05,Premium,E,VS2,,58.0,6.5,6.54,4.05,6930
12667,0.33,Premium,F,VS2,61.2,58.0,4.5,4.45,2.74,854
12109,1.01,Very Good,D,SI2,64.0,56.0,6.3,6.38,4.06,5166
16311,0.34,Ideal,E,SI1,61.4,55.0,4.48,4.54,2.77,596
649,1.51,Premium,J,VS2,62.3,59.0,7.31,7.35,4.57,7418
25455,1.0,Premium,J,VS2,60.3,58.0,6.49,6.44,3.9,3790
21841,0.4,Good,E,SI2,64.2,57.0,4.68,4.7,3.01,617
1845,0.36,Ideal,E,VS2,61.9,56.0,4.56,4.55,2.82,1013
23752,1.01,Very Good,E,SI2,63.3,58.0,6.4,6.31,4.02,3674
3811,1.0,Premium,D,SI1,61.4,58.0,6.37,6.43,3.93,5775
17224,0.71,Good,H,SI1,64.0,61.0,5.61,5.54,3.57,2207
18253,0.86,Premium,I,I1,62.6,56.0,6.11,6.03,3.8,1828
17074,1.23,Ideal,G,VS1,61.8,58.0,6.85,6.9,4.25,9116
21945,1.0,Fair,G,SI1,64.7,60.0,6.22,6.18,4.01,4312
9246,0.5,Ideal,H,VS1,62.6,53.0,5.09,5.14,3.2,1370
7926,1.7,Ideal,G,VVS1,,56.0,7.62,7.67,4.66,18279
22614,2.25,Premium,J,SI1,61.8,61.0,8.46,8.39,5.21,16004
7853,1.01,Good,D,SI2,65.1,57.0,6.27,6.32,4.1,4468
13148,0.9,Very Good,I,SI1,,55.0,6.19,6.28,3.83,3271
11325,0.7,Very Good,E,VS1,62.4,56.0,5.64,5.7,3.54,2854
25997,1.5,Very Good,G,I1,60.3,61.0,7.34,7.39,4.44,5808
13198,0.9,Very Good,H,SI1,63.2,61.0,6.12,6.03,3.84,3242
16470,2.14,Premium,I,SI1,59.5,59.0,8.42,8.36,4.99,15499
15932,0.41,Premium,D,SI2,62.4,60.0,4.77,4.71,2.96,876
5057,1.0,Premium,E,VS2,61.5,58.0,6.42,6.39,3.94,6720
26020,0.51,Very Good,F,VS1,61.4,60.0,5.07,5.13,3.13,1604
14586,1.2,Ideal,I,VS1,62.8,55.0,6.79,6.75,4.25,6774
26584,0.81,Premium,G,VS2,62.9,58.0,5.94,5.88,3.72,3193
25495,0.36,Premium,F,VS1,61.8,58.0,4.56,4.53,2.81,1080
8588,0.71,Very Good,I,VS2,63.4,56.0,5.65,5.61,3.57,1840
14062,0.3,Ideal,G,IF,61.5,55.0,4.33,4.35,2.67,863
26195,0.26,Very Good,E,VVS2,63.0,58.0,4.0,4.03,2.53,597
482,0.31,Ideal,F,VVS2,62.4,55.0,4.33,4.36,2.71,761
13611,0.34,Premium,I,SI1,61.3,61.0,4.49,4.45,2.74,574
17873,1.09,Premium,I,VS2,61.3,58.0,6.63,6.58,4.05,4659
5648,0.53,Good,E,VS2,63.7,55.0,5.15,5.12,3.27,1727
13380,0.59,Very Good,G,VS1,57.4,63.0,5.54,5.58,3.19,1915
21922,0.71,Ideal,D,SI1,60.8,56.0,5.8,5.77,3.52,2863
3709,0.51,Good,E,SI1,63.9,54.0,5.05,5.09,3.24,1343
1941,0.56,Very Good,E,SI1,62.8,57.6,5.26,5.31,3.32,1659
17761,0.32,Very Good,H,SI2,60.4,59.0,4.39,4.42,2.66,393
7205,1.34,Ideal,G,VS2,61.9,56.0,7.1,7.05,4.38,9401
7692,0.28,Ideal,D,VVS2,61.1,55.0,4.23,4.28,2.6,827
8551,0.63,Very Good,H,VVS1,62.0,57.0,5.47,5.5,3.4,2127
20836,0.73,Premium,F,SI2,61.6,58.0,5.79,5.73,3.55,2309
3705,0.41,Ideal,G,VS2,62.4,54.0,4.78,4.81,2.99,827
7541,1.21,Ideal,F,VS2,62.6,55.0,6.81,6.74,4.24,6261
2792,0.32,Ideal,E,VVS1,61.9,55.0,4.38,4.41,2.72,954
15482,1.04,Ideal,E,VVS2,62.4,56.0,6.51,6.47,4.05,9897
13356,1.52,Ideal,I,VVS1,61.9,56.0,7.34,7.37,4.55,10968
9602,0.73,Very Good,E,SI1,63.2,58.0,5.71,5.74,3.62,2679
18535,0.5,Good,G,VVS1,63.3,56.0,5.07,5.1,3.22,1966
13,0.5,Good,E,VS1,61.1,58.2,5.08,5.12,3.11,1932
6172,0.3,Very Good,G,VS2,61.1,62.0,4.28,4.33,2.63,491
5834,1.01,Good,H,SI1,59.4,60.0,6.49,6.54,3.87,4616
14517,0.52,Ideal,F,VS2,61.7,56.0,5.16,5.18,3.19,1591
23978,0.34,Premium,I,VVS2,61.5,60.0,4.45,4.49,2.75,596
21451,0.3,Very Good,J,VS1,61.9,56.0,4.28,4.32,2.66,394
20214,1.04,Ideal,H,VVS2,62.2,55.0,6.48,6.52,4.04,6619
6408,0.31,Very Good,E,SI1,63.1,57.0,4.35,4.3,2.73,698
15623,0.74,Premium,E,VS2,62.7,58.0,5.77,5.72,3.6,3228
23203,1.17,Ideal,G,VS2,62.2,57.0,6.75,6.72,4.19,6321
2116,1.5,Very Good,H,SI2,62.0,63.0,7.28,7.24,4.5,7291
18828,0.31,Good,E,SI1,63.4,55.0,4.31,4.33,2.74,544
10104,0.92,Premium,E,SI1,59.8,59.0,6.33,6.37,3.8,4562
3461,1.07,Premium,H,SI1,62.9,61.0,6.47,6.41,4.05,4440
4064,0.34,Premium,G,VVS2,61.2,59.0,4.5,4.46,2.74,995
6829,1.6,Premium,E,SI1,61.2,58.0,7.59,7.5,4.62,9229
5286,1.01,Premium,F,SI2,62.4,58.0,6.41,6.37,3.99,4497
26321,2.01,Ideal,F,SI2,61.7,56.0,8.12,8.16,5.02,18394
22985,0.32,Very Good,H,VS2,63.1,55.0,4.36,4.33,2.74,648
1838,0.74,Ideal,I,VS1,60.7,55.0,5.84,5.88,3.56,2609
19057,0.33,Ideal,G,VS1,61.9,56.0,4.44,4.48,2.76,666
14813,0.75,Ideal,D,SI2,62.2,55.0,5.83,5.87,3.64,2757
12261,1.7,Premium,G,VS2,60.9,60.0,7.71,7.68,4.69,16123
506,1.01,Very Good,H,SI2,63.9,56.0,6.29,6.38,4.05,4023
9581,1.1,Good,I,SI1,57.7,60.0,6.82,6.77,3.92,4312
20799,1.02,Premium,H,I1,62.5,60.0,6.39,6.41,4.0,3141
6707,1.07,Premium,G,VS1,62.0,58.0,6.59,6.53,4.07,6730
3392,0.32,Ideal,E,VS2,62.0,55.0,4.41,4.37,2.72,804
19850,0.52,Very Good,I,VVS1,,58.0,5.13,5.1,3.23,1577
4904,0.77,Premium,G,SI1,60.7,58.0,5.95,5.98,3.62,2563
20470,0.33,Ideal,G,VS1,61.4,54.0,4.48,4.44,2.74,854
2403,0.32,Ideal,H,VVS2,61.9,53.0,4.42,4.44,2.74,619
22092,0.55,Very Good,F,SI1,60.5,59.0,5.29,5.35,3.22,1370
26305,1.17,Ideal,I,VS1,62.2,53.0,6.78,6.81,4.23,6013
4255,1.69,Premium,G,VVS2,62.9,58.0,7.59,7.51,4.75,15889
7634,0.93,Very Good,H,SI2,61.9,57.0,6.25,6.31,3.89,3452
9267,0.37,Ideal,H,SI1,60.9,57.0,4.63,4.67,2.83,552
21148,2.04,Ideal,G,SI1,61.9,58.0,8.12,8.16,5.04,18153
15279,0.54,Good,D,SI2,63.2,57.0,5.16,5.19,3.27,1249
2624,0.34,Premium,H,VS2,62.6,60.0,4.42,4.46,2.78,537
7240,1.51,Ideal,H,SI2,61.7,57.0,7.39,7.36,4.55,6384
4042,0.39,Ideal,G,IF,61.4,54.0,4.71,4.73,2.9,1200
17179,0.73,Premium,F,VS2,58.7,57.0,5.97,5.92,3.49,2882
7017,1.02,Good,D,SI2,63.8,59.0,6.43,6.33,4.07,3909
22688,1.11,Premium,G,VS2,60.8,58.0,6.7,6.65,4.06,6713
272,0.55,Ideal,F,VVS2,61.5,57.0,5.24,5.27,3.23,2294
7430,1.04,Very Good,G,IF,,58.0,6.47,6.6,4.03,8225
17038,0.34,Ideal,D,VS2,61.6,55.0,4.54,4.48,2.78,881
1815,0.46,Ideal,G,IF,61.7,56.0,4.97,5.01,3.08,1987
23003,1.01,Ideal,G,VVS2,60.9,56.0,6.51,6.55,3.98,8029
8450,0.73,Premium,D,VS1,60.0,58.0,5.9,5.86,3.53,3557
13830,0.71,Very Good,I,VS1,63.1,57.0,5.68,5.58,3.55,2202
1449,0.47,Fair,E,SI1,67.9,56.0,4.84,4.65,3.24,829
11446,0.42,Ideal,F,VVS2,61.6,56.0,4.85,4.83,2.98,1221
13934,0.43,Ideal,E,SI1,62.9,56.0,4.83,4.8,3.03,1016
10202,0.6,Ideal,E,SI1,60.6,57.0,5.43,5.47,3.3,1613
2532,1.7,Premium,F,SI2,61.8,60.0,7.64,7.56,4.7,10377
26079,0.9,Good,H,VS2,58.2,59.0,6.36,6.33,3.69,4685
1122,1.3,Ideal,G,SI2,61.9,57.0,7.01,6.95,4.32,5169
5088,1.51,Premium,D,SI1,61.1,60.0,7.37,7.32,4.49,12261
2018,2.21,Premium,H,SI2,61.3,60.0,8.35,8.33,5.11,14299
24304,0.9,Very Good,G,SI2,64.2,60.0,6.02,6.09,3.89,3437
18852,0.3,Very Good,I,VS1,58.8,61.0,4.38,4.43,2.59,473
10868,0.41,Ideal,J,VS1,61.3,57.0,4.81,4.84,2.96,648
2627,0.75,Premium,E,SI1,61.7,60.0,5.84,5.8,3.59,3024
6053,0.91,Very Good,F,SI1,61.4,58.0,6.19,6.23,3.81,3936
1384,1.03,Good,H,SI1,59.3,56.0,6.57,6.66,3.92,4705
22256,0.52,Very Good,G,VS2,63.7,56.0,5.08,5.13,3.25,1446
2340,1.03,Ideal,D,SI1,62.2,56.0,6.48,6.45,4.02,6299
2790,0.31,Ideal,E,VVS2,60.9,55.0,4.42,4.45,2.7,864
4148,0.5,Premium,E,SI2,59.5,59.0,5.16,5.19,3.08,1154
16221,1.21,Premium,F,VVS1,63.0,59.0,6.75,6.7,4.24,11175
12867,2.0,Very Good,H,SI1,60.1,61.0,8.1,8.13,4.88,15840
9286,1.01,Premium,E,VS2,62.2,58.0,6.36,6.41,3.97,6843
12145,1.0,Very Good,F,SI2,62.7,58.0,6.3,6.36,3.97,3789
12792,0.56,Very Good,F,SI1,62.9,56.0,5.25,5.27,3.31,1436
2972,0.39,Very Good,G,VVS2,60.7,61.0,4.7,4.73,2.86,958
14121,0.4,Ideal,G,SI1,61.0,55.0,4.76,4.81,2.92,855
11243,1.41,Ideal,H,SI2,,56.0,7.11,7.17,4.48,7324
5336,0.51,Ideal,D,SI1,61.8,55.0,5.14,5.18,3.19,1569
16213,0.56,Ideal,D,VS1,62.5,56.0,5.26,5.3,3.3,2292
22305,0.52,Very Good,G,VS1,61.8,58.0,5.19,5.16,3.2,1581
24638,1.25,Ideal,G,VVS1,61.3,57.0,6.9,6.94,4.24,13096
5329,1.02,Very Good,D,SI2,62.7,59.0,6.36,6.44,4.01,4712
25920,0.41,Ideal,D,VS2,62.2,54.0,4.77,4.81,2.98,1007
10823,0.31,Premium,H,VS1,61.8,61.0,4.36,4.32,2.68,698
6441,0.4,Ideal,E,VS2,60.9,56.0,4.78,4.81,2.92,904
14003,0.41,Premium,F,VVS2,60.1,59.0,4.79,4.82,2.89,1115
17456,1.01,Good,H,SI1,60.3,64.0,6.53,6.5,3.93,4642
15914,0.3,Ideal,D,SI1,61.6,56.0,4.3,4.34,2.66,552
4491,1.0,Very Good,D,SI2,63.7,55.0,6.32,6.37,4.04,4419
9311,0.4,Good,E,SI1,63.5,56.0,4.67,4.72,2.98,737
20692,0.35,Good,E,VS1,63.1,56.0,4.49,4.54,2.85,663
4144,1.58,Good,I,VS1,58.6,62.0,7.59,7.66,4.47,9775
11725,2.03,Very Good,G,SI1,61.7,54.0,8.07,8.19,5.02,18507
6037,0.59,Ideal,I,SI1,61.7,55.0,5.41,5.39,3.33,1352
18000,0.73,Ideal,D,VS2,61.5,55.0,5.79,5.82,3.57,3980
1852,0.34,Ideal,E,SI1,60.4,57.0,4.53,4.55,2.74,723
2891,0.24,Ideal,E,SI1,62.5,56.0,4.01,3.99,2.5,486
11616,2.27,Ideal,I,SI2,63.0,54.0,8.36,8.39,5.28,15710
11387,0.7,Very Good,I,VVS1,62.9,58.0,5.65,5.67,3.56,2513
20825,2.01,Good,I,SI1,62.2,61.0,7.94,8.01,4.96,15371
16098,1.05,Premium,G,VS2,62.8,58.0,6.48,6.44,4.06,6181
24760,0.55,Ideal,G,SI1,61.9,57.0,5.23,5.27,3.25,1605
17337,1.33,Premium,I,VS1,61.5,58.0,7.02,7.06,4.33,6963
9212,2.03,Premium,G,SI1,61.9,59.0,8.14,8.09,5.02,15322
22030,0.31,Very Good,E,VVS2,64.2,55.0,4.24,4.3,2.74,721
13897,1.39,Ideal,I,SI2,61.6,55.0,7.14,7.18,4.41,6544
19665,1.0,Premium,G,VS2,59.3,60.0,6.55,6.51,3.87,6048
961,0.81,Ideal,J,SI1,62.0,56.0,6.0,6.03,3.73,2307
18152,0.41,Good,E,VVS1,63.5,57.0,4.73,4.75,3.01,1002
3665,1.05,Premium,D,SI2,60.4,57.0,6.6,6.55,3.97,5057
14917,1.01,Very Good,E,SI2,59.5,59.0,6.54,6.58,3.9,4666
7769,0.36,Ideal,E,VS1,62.0,55.0,4.58,4.6,2.85,828
24912,1.35,Premium,G,SI2,58.4,59.0,7.32,7.28,4.26,6400
